,Unnamed: 0,Unnamed: 0.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_id,release_date
101,101,101,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8,-6.646,1,0.0484,0.0,0.125,0.275,189.857,252534,4,spotify:album:20Ol6zZ0nLlc5EGTH1zA0j,2015-11-06
102,102,102,Ben Haenow,Something I Need,Something I Need,64G2uKq3Snj48ppUZX1Z5t,0.619,0.77,5,-5.693,1,0.0398,0.0,0.317,0.402,100.972,226107,4,spotify:album:2ibKZlpMoZN78gMIACP7uJ,2016-01-27
103,103,103,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4,spotify:album:3vLaOYCNCzngDf8QdBg2V1,2015-01-12
104,104,104,Take That,III,These Days,5UmoLXuLoTDwujmVyjuZtF,0.635,0.891,1,-5.766,1,0.0377,1.21e-05,0.0681,0.712,120.056,231981,4,spotify:album:64nbgEEIcY4g1ElVLONJ0w,2020-12-11
105,105,105,Band Aid 30,Do They Know It's Christmas? (2014),Do They Know It's Christmas? - 2014,5MJP0TRQebWaV6KrXuwyfv,0.626,0.541,0,-7.615,1,0.0308,0.0,0.119,0.255,112.001,228916,4,spotify:album:61kshsZIiVfIJWrPFr9ymu,2014-12-10
106,106,106,Gareth Malone's All Star Choir,Wake Me Up,Wake Me Up - Official BBC Children In Need Single 2014,34uUjGoHYv9tejmjA3pYKm,0.549,0.372,0,-12.693,1,0.0285,0.000216,0.298,0.369,87.028,235820,4,spotify:album:7MyrKdRkvj8hK20cLBj5jI,2021-11-04
107,107,107,Cheryl,I Don't Care,I Don't Care,0Nu64rJw60LPf816F9k5VN,0.704,0.773,6,-5.847,1,0.0547,7.8e-06,0.134,0.425,116.975,240074,4,spotify:album:5Nux7ozBJ5KJ02QYWwrneR,2019-05-10
108,108,108,Ed Sheeran,x (Deluxe Edition),Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.0,0.184,0.591,78.998,281560,4,spotify:album:1xn54DMo2qIqBuMqHtUsFd,2014-06-21
109,109,109,Meghan Trainor,Title (Deluxe),All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,2.87e-06,0.124,0.961,134.052,187920,4,spotify:album:5W98Ab4VvQEuFEE4TIe5fE,2015-01-09
110,110,110,Jessie J,Bang Bang,Bang Bang,7zrYKlgYQv1ELz7LGyjTd1,0.708,0.752,0,-4.401,0,0.0886,0.0,0.377,0.733,150.058,199373,4,spotify:album:3RDqXDc1bAETps54MSSOW0,2013-10-04
111,111,111,Sigma,Changing,Changing - Radio Edit,10zm24iyuS1T08u7gtW8DZ,0.485,0.864,2,-2.294,1,0.0431,0.0,0.671,0.396,171.109,191048,4,spotify:album:0ODLCdHBFVvKwJGeSfd1jy,2018-11-02
112,112,112,Calvin Harris,Motion,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.00574,0.343,0.348,128.024,212960,4,spotify:album:35s58BRTGAEWztPo9WqCIs,2018-12-14
113,113,113,Lilly Wood and The Prick,Invincible Friends,Prayer In C,4MteadAdoJXNnuBIa0Q1ZK,0.693,0.141,9,-14.368,0,0.0366,0.000873,0.113,0.091,94.0,190133,4,spotify:album:09cVRkXeGEMJ4oiZmMxnc1,2010-05-31
114,114,114,David Guetta,Lovers on the Sun (feat. Sam Martin),Lovers on the Sun (feat. Sam Martin),5qB6XYfzI1ZeZPbWJgsF0a,0.645,0.891,6,-2.505,0,0.0387,3.88e-06,0.379,0.568,124.915,203520,4,spotify:album:0FWNOrf5X45a4O44QaUx6H,2014-06-30
115,115,115,MAGIC!,Don't Kill the Magic,Rude,18n3RlT0UNcy2yHImHy8IT,0.773,0.758,1,-4.993,1,0.0381,0.0,0.305,0.925,144.033,224840,4,spotify:album:0RZ4Ct4vegYBmL9g88TBNi,2014-06-25
116,116,116,Cheryl,Crazy Stupid Love,Crazy Stupid Love,6jShUw2NqZxEXH60gVTHrV,0.842,0.915,11,-3.255,0,0.0521,0.00157,0.296,0.813,120.593,225150,4,spotify:album:77vay4iHoDN9p6lHbAs32k,2014-01-01
117,117,117,Rixton,Me And My Broken Heart,Me And My Broken Heart,2rJojRundKuKFgbvmCAYva,0.545,0.775,5,-4.325,0,0.0349,0.0,0.192,0.516,174.086,193827,4,spotify:album:6k7EWexxCDzvRMecFJj8CY,2014-01-01
118,118,118,will.i.am,It’s My Birthday,It’s My Birthday,1zaaaGPDU60KYY60M4JVl2,0.76,0.718,5,-4.443,0,0.0476,0.0,0.0903,0.419,100.01,252613,4,spotify:album:51dChWw1VtlWDD6fssP0AR,2014-01-01
119,119,119,Ariana Grande,Problem,Problem,3cySlItpiPiIAzU3NyHCJf,0.66,0.798,1,-5.326,0,0.162,2.2e-05,0.103,0.627,103.022,193987,4,spotify:album:7L75Zpj3pTQf3s3CDOnrwr,2020-11-20
120,120,120,Oliver Heldens,Gecko (Overdrive),Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,1,0.0642,1.15e-05,0.336,0.76,124.959,165441,4,spotify:album:4cJyCdYZKnIhxQCSymU2ES,2014-06-03
121,121,121,Ella Henderson,Chapter One (Deluxe Version),Ghost,4XPWKmy05Rcff6TLHNoNF8,0.68,0.84,9,-3.823,1,0.0414,8.66e-06,0.143,0.468,104.975,213213,4,-,-
122,122,122,Ed Sheeran,x (Deluxe Edition),Sing,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0.0472,1.22e-06,0.0601,0.939,119.988,235382,4,spotify:album:1xn54DMo2qIqBuMqHtUsFd,2014-06-21
123,123,123,Secondcity,I Wanna Feel,I Wanna Feel - Radio Edit,17uGIdhKRZlEGPibUFQeJM,0.692,0.896,10,-6.298,0,0.0637,0.00194,0.157,0.804,121.999,185934,4,spotify:album:1RUZZKK3hKDRxbR94AFBnf,2020-12-02
124,124,124,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Stay With Me,62NVyyEBiRxGae3SeB97nl,0.453,0.441,0,-6.275,1,0.0435,0.000135,0.106,0.184,84.672,172724,4,spotify:album:0vrWqbRQEMKqhTGcDLQK7x,2015-11-06
125,125,125,Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0.0296,0.0,0.128,0.794,128.011,203467,4,spotify:album:415fhs8Ft2VMFY0rWLK4BD,2014-03-31
126,126,126,Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0178,0.141,0.743,127.949,222533,4,spotify:album:35s58BRTGAEWztPo9WqCIs,2018-12-14
127,127,127,Mr. Probz,Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,5Sf3GyLEAzJXxZ5mbCPXTu,0.829,0.51,5,-9.334,0,0.0369,0.0014,0.0829,0.45,119.993,208133,4,spotify:album:29RpLEpfNr1mnrnmtbO620,2014-02-07
128,128,128,Kiesza,Hideaway,Hideaway,1iXBApi39l5r6lJj9WEXXS,0.863,0.601,7,-6.978,0,0.054,0.00764,0.0676,0.178,122.961,251960,4,spotify:album:2Ng37Ew03H9E7Q01Oao765,2021-05-24
129,129,129,Sigma,Nobody To Love,Nobody To Love - Extended Mix,23PJY70rydGYINeC4Anfnu,0.441,0.954,8,-3.702,1,0.059,0.000332,0.0529,0.146,175.027,252343,4,spotify:album:57rg8xeQiBUfyhDI31Swyp,2021-03-12
130,130,130,Aloe Blacc,Lift Your Spirit,The Man,1FsH6OZCKLWbBgqj8JcCvO,0.531,0.77,11,-7.205,0,0.0434,0.0,0.235,0.504,85.996,255907,4,spotify:album:14JRI2yc9nKosojndoQxTv,2014-01-01
131,131,131,5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,1CQ2cMfrmFM1YdfmjENKVE,0.494,0.951,9,-4.237,1,0.132,0.0,0.327,0.441,160.025,202496,4,spotify:album:2LkWHNNHgD6BRNeZI2SL1L,2014-06-27
132,132,132,Duke Dumont,I Got U,I Got U,4r8hRPbidDIoDPphxi78aY,0.653,0.756,0,-7.794,1,0.0366,0.00651,0.089,0.42,120.82,285596,4,spotify:album:1KhxQO8wHoBt88hG3DQfPZ,2017-10-26
133,133,133,Tinie Tempah,Demonstration,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit,2NFrkgZzweWIiC9tUrjDnx,0.699,0.982,11,-1.115,0,0.142,0.000332,0.0854,0.389,127.966,159492,4,spotify:album:57h5IDkgYnV5AZV5PU97xN,2017-01-27
134,134,134,Route 94,My Love,My Love,0idc0XRnLRovVqpWnGQ6hC,0.818,0.595,8,-7.644,1,0.0515,0.575,0.0612,0.729,119.99,262000,4,spotify:album:4Carzsnpd6yvuHZ49I0oz8,2016-12-02
135,135,135,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Money On My Mind,3rUy62uDqI4DDkCOT5bkt3,0.647,0.839,2,-5.262,1,0.165,0.000163,0.236,0.738,133.577,192670,4,spotify:album:0vrWqbRQEMKqhTGcDLQK7x,2015-11-06
136,136,136,Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833,4,spotify:album:4UB0J5V3JsZZtNR360pZ6r,2014-01-17
137,137,137,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3tgZ9vmhuAY9wEoNUJskzV,0.589,0.966,11,-4.106,1,0.0972,0.0,0.147,0.802,129.983,204200,4,spotify:album:2F7tejLHzTqFq2XLol9ZGy,2012
138,138,138,Various Artists,Despicable Me 2 (Original Motion Picture Soundtrack),Happy,6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.0,0.0886,0.962,159.911,233305,4,spotify:album:3xU6u2UadKV6gHjlXdJvqZ,2013-06-18
139,139,139,Sam Bailey,Skyscraper,Skyscraper,2O0FqpBiiCGVkbSc9LvWom,0.608,0.496,7,-6.627,1,0.0277,0.0,0.131,0.142,104.94,220573,4,spotify:album:2mYFKWSxCYhLHSXsjLDmp4,1988-01-26
140,140,140,Calvin Harris,Motion,Under Control (feat. Hurts),4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8,-3.405,1,0.0841,0.000914,0.115,0.51,126.094,184280,4,spotify:album:35s58BRTGAEWztPo9WqCIs,2018-12-14
141,141,141,Lily Allen,Somewhere Only We Know,Somewhere Only We Know,3DDGhkxq3FeUorZppSgeLE,0.314,0.286,10,-10.191,1,0.035,0.0258,0.0999,0.278,172.021,208154,4,spotify:album:24rNOwKIshgOd8oTkycEsG,2017-01-24
142,142,142,Martin Garrix,Animals (Extended),Animals - Extended,28GieRAflAHypFfEimSaxa,0.673,0.853,1,-6.451,1,0.038,0.724,0.39,0.0382,128.015,303827,4,spotify:album:55HXtmTsfepv0mY9vIIFhi,2013-01-01
143,143,143,Storm Queen,Look Right Through,Look Right Through - MK Vocal Edit,5PYmUtuSE4x7WcPWRRpX06,0.834,0.819,0,-7.989,0,0.0841,0.00306,0.279,0.513,119.99,148389,4,spotify:album:4b8jsLspMhLPgYEb08SAx3,2013-12-10
144,144,144,Eminem,The Marshall Mathers LP2 (Deluxe),The Monster,5U8hKxSaDXB8cVeLFQjvwx,0.784,0.85,9,-3.679,1,0.0691,0.0,0.112,0.567,110.004,250189,4,spotify:album:6DN7GcZF1HywzrkGN6Eeqk,2013-11-05
145,145,145,Lorde,Pure Heroine,Royals,3yvZ1VUso9Xi7EvIyLaj4o,0.636,0.436,7,-9.524,1,0.139,0.0,0.135,0.331,84.804,190185,4,spotify:album:0rmhjUgoVa17LZuS8xWQ3v,2013-09-27
146,146,146,Miley Cyrus,Bangerz (Deluxe Version),Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.0,0.107,0.349,119.964,221360,4,spotify:album:3RDqXDc1bAETps54MSSOW0,2013-10-04
147,147,147,OneRepublic,Native,Counting Stars,1QzFhzIOW7CyRJLpmq5CM0,0.663,0.705,1,-4.972,0,0.0385,0.0,0.117,0.477,122.014,257387,4,spotify:album:2bbhW5ifCwOYM8DMkqoYBF,2014-01-01
148,148,148,Jason Derulo,Talk Dirty (feat. 2 Chainz),Talk Dirty (feat. 2 Chainz),2yFh7Oz9g0bpHp3iis2Iu2,0.76,0.652,6,-7.321,1,0.232,0.0,0.307,0.759,100.315,177685,4,spotify:album:0EyImyZ5ZKMIqAO0JwayyZ,2014-05-02
149,149,149,Katy Perry,PRISM (Deluxe),Roar,3bDGwl0X3EjQmIyFD1uif5,0.56,0.756,7,-4.817,0,0.0415,1.29e-05,0.55,0.404,179.771,223546,4,spotify:album:5MQBzs5YlZlE28mD9yUItn,2013-10-18
150,150,150,Ellie Goulding,Burn,Burn,6B8CAgQ38mWf7xTvFtC0BB,0.309,0.775,1,-4.915,1,0.0546,0.0,0.102,0.279,84.731,231212,4,spotify:album:5eDLHSsctG7CccVeYSTLeh,2018-10-05
151,151,151,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.0,0.37,0.484,80.003,231240,4,spotify:album:3RDqXDc1bAETps54MSSOW0,2013-10-04
152,152,152,Avicii,True: Avicii By Avicii,Wake Me Up - Avicii By Avicii,5ji2u4VyupN26DH9JgmS1B,0.673,0.695,11,-5.598,0,0.0538,0.193,0.644,0.43,125.005,425760,4,spotify:album:0ignCov9foaLxuqND5GMtl,2014-01-01
153,153,153,John Newman,Tribute (Deluxe),Love Me Again,3CvRHWTTER3tsaLPAL2Yxv,0.5,0.891,2,-4.703,0,0.0433,0.000204,0.0969,0.227,126.024,239894,4,spotify:album:4hs8hHnJaZQLrBmw6f8OHy,2014-01-01
154,154,154,Icona Pop,I Love It,I Love It (feat. Charli XCX),3VZQshi4COChhXaz7cLP02,0.714,0.905,8,-2.663,1,0.0289,2.55e-05,0.146,0.838,125.927,155337,4,spotify:album:5W75ifcHJzBAfHezBMfhPI,2021-09-24
155,155,155,Robin Thicke,Blurred Lines,Blurred Lines,0XzkemXSiXJa7VgDFPfU4S,0.862,0.503,7,-7.703,1,0.0494,1.87e-05,0.0761,0.863,119.998,263053,4,spotify:album:1eHyfkrIOVLGVnt5E4MD2j,2013-01-01
156,156,156,Naughty Boy,Hotel Cabana (Deluxe Version),La La La,3wPPWcVuinAU7dXcJXtCID,0.772,0.65,6,-5.202,0,0.0306,1.13e-06,0.0905,0.262,125.083,222200,4,spotify:album:2SVSPhDBqChBe10hJh5owv,2014-01-01
157,157,157,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,1.07e-06,0.101,0.862,116.047,248413,4,spotify:album:2ePFIvZKMe8zefATp9ofFA,2013-04-19
158,158,158,Rudimental,Home,Waiting All Night (feat. Ella Eyre),6yraFyhgbavO2amB2lhpfi,0.544,0.728,6,-5.358,0,0.05,0.00959,0.427,0.281,174.983,292587,4,spotify:album:3rDo7fQDUwJ6qmxwP5yQsY,1990
159,159,159,Duke Dumont,Need U (100%) [feat. A*M*E] [Remixes],Need U (100%) - Radio Edit,6irLjfLIGLF9cr6JPV7m1v,0.67,0.848,0,-5.103,0,0.0537,0.00168,0.385,0.457,124.029,174122,4,spotify:album:3kiROSu1UpNbBPlewWu3f6,2013-03-29
160,160,160,PJ & Duncan,Let's Get Ready to Rhumble Vol. 1 - Dec (Aka Ant & Dec),Let's Get Ready to Rhumble - 100% Radio Mix,6jFWr9I7WD74ZpKCqV01MO,0.777,0.865,5,-7.24,0,0.0507,5.24e-05,0.0455,0.847,109.045,229640,4,-,-
161,161,161,The Saturdays,Living For The Weekend (Deluxe Edition),What About Us,6mV1VU6WeVi7IqFrAi2D2e,0.708,0.682,7,-4.671,1,0.0651,0.0,0.202,0.688,123.94,220682,4,spotify:album:57QWA73jnfLo1YHwnDZpoZ,2013-01-01
162,162,162,Justin Timberlake,The 20/20 Experience (Deluxe Version),Mirrors,4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5,-6.664,0,0.0503,0.0,0.0946,0.512,76.899,484147,4,spotify:album:0O82niJ0NpcptYRxogeEZu,2013-03-15
163,163,163,One Direction,One Way Or Another (Teenage Kicks),One Way or Another (Teenage Kicks),3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,4,-3.121,0,0.071,0.0,0.586,0.409,162.131,157293,4,spotify:album:3n2nA5YdK8OKujeHIqIlAd,2013-02-17
164,164,164,Avicii,I Could Be the One (Avicii vs. Nicky Romero),I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,4q7dBdsALA5BSunzryc104,0.509,0.79,6,-3.782,0,0.0374,6.67e-05,0.316,0.638,127.946,208316,4,spotify:album:292ltz2MxXuFZw9FaEbaZ3,2012-01-01
165,165,165,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),Thrift Shop (feat. Wanz),1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0,0.0457,0.662,94.992,235613,4,spotify:album:0XN945pdw7kvYRndgbDuSb,2012-08-01
166,166,166,Bingo Players,Get Up (Rattle),Get Up (Rattle) - Radio Edit,0OLRKxstvcSbGyPHx2XNmA,0.801,0.985,7,-2.69,1,0.0647,6.86e-06,0.297,0.72,127.99,166933,4,spotify:album:7atvI5BIhbfq7sGp6jjCz3,2013-01-01
167,167,167,will.i.am,Scream & Shout,Scream & Shout,7n6ibfsRHhCb1Ccl9Fg2CZ,0.79,0.616,0,-7.443,1,0.0596,6.55e-05,0.171,0.473,130.009,284413,4,spotify:album:5CypiHNsHBOP1XmOigboQ5,2004-03-23
168,168,168,The Justice Collective,"He Ain't Heavy, He's My Brother (Hillsborough Tribute Single)","He Ain't Heavy, He's My Brother",7kakk64AMtK9jBku94bGrN,0.186,0.544,7,-7.56,1,0.0318,4.03e-06,0.0775,0.223,152.9,273247,4,-,-
169,169,169,James Arthur,James Arthur (Deluxe),Impossible,5yVIlYEHZxQVLyInCdldoS,0.376,0.695,0,-4.782,0,0.0933,0.0,0.11,0.302,169.533,209440,4,spotify:album:029WUoBjWc7Js1QiPH3mw0,2013-11-04
170,170,170,Gabrielle Aplin,English Rain,The Power of Love,1m5eFhE34yyYv2lkjtcKPG,0.277,0.291,11,-9.851,0,0.0306,2.47e-05,0.103,0.175,75.119,245160,3,spotify:album:7kyjDxYcff3MeWKtw0fnLW,2013-05-13
171,171,171,Olly Murs,Right Place Right Time,Troublemaker (feat. Flo Rida),4jOtC832PyIXlCVPRElfQu,0.762,0.863,0,-3.689,0,0.0565,0.0,0.125,0.965,106.008,185587,4,spotify:album:5kU9rWhYr4MmPmaGYP5z4v,2012-11-26
172,172,172,One Direction,Take Me Home: Yearbook Edition,Little Things,7kSLdGdXLey7pzLsWpdg1h,0.707,0.222,7,-11.716,1,0.0329,0.0,0.205,0.556,110.095,219640,4,-,-
173,173,173,Robbie Williams,Take The Crown,Candy,6q0bd7BtBi8UXykv8jAwkz,0.721,0.819,10,-5.553,1,0.0425,0.0,0.0707,0.883,116.055,201053,4,spotify:album:1WU5z4DC7dCpXDpKBk5ofI,2012-11-05
174,174,174,Labrinth,Electronic Earth (Expanded Edition),Beneath Your Beautiful (feat. Emeli Sandé),2EcsgXlxz99UMDSPg5T8RF,0.561,0.522,2,-5.857,1,0.0318,0.0,0.104,0.238,83.962,271813,4,spotify:album:6PBBbXmYV7dKnaik0fjkOI,2012-04-02
175,175,175,Calvin Harris,18 Months,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.000112,0.0567,0.582,127.934,212560,4,spotify:album:7w19PFbxAjwZ7UVNp9z0uT,2012-10-29
176,176,176,Swedish House Mafia,Don't You Worry Child,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11,-3.145,0,0.0509,0.0,0.116,0.438,129.042,212862,4,spotify:album:3RKhRsifs4RWrqvWV1YpPY,2012-09-14
177,177,177,Rihanna,Diamonds,Diamonds,1mwt9hzaH7idmC5UCoOUkz,0.553,0.674,11,-6.057,0,0.045,0.0,0.16,0.369,91.958,225200,4,spotify:album:5I249HRmXIxJw3IQDUOP5p,2010-08-31
178,178,178,PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),1R2SZUOGJqqBiLuvwKOT2Y,0.727,0.938,11,-2.872,0,0.288,0.0,0.0911,0.757,132.077,219493,4,spotify:album:0ZjxizLeMyFEjR27JIvD99,2012-01-01
179,179,179,The Script,#3 Deluxe Version,Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,0.421,0.873,10,-4.343,1,0.0564,0.0,0.123,0.629,84.786,202533,4,spotify:album:6vCxp7Tyue7CRCd0FOaCrz,2014-10-27
180,180,180,Ne-Yo,R.E.D. (Deluxe Edition),Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,0.658,0.677,5,-6.628,1,0.0393,0.0,0.368,0.248,124.91,251627,4,spotify:album:4HPdvrPf9RGfJ2hNYrODpC,2012-01-01
181,181,181,Little Mix,Wings,Wings,2I3LedEFiVaE99yQn1j4mo,0.74,0.878,9,-3.263,0,0.122,0.0003,0.274,0.516,114.952,220093,4,spotify:album:4kLvbwlPQyp6nSCh2Zavsq,2021-12-10
182,182,182,Sam And The Womp,Bom Bom,Bom Bom - Radio Edit,0d5f6gzzW1Pgx9uJsLrSDP,0.755,0.925,0,-3.977,1,0.257,3.32e-05,0.101,0.804,125.06,174034,4,spotify:album:621OhgnZJ7Pz8iUazct1In,2015-04-13
183,183,183,Rita Ora,How We Do (Party),How We Do (Party),65UnVEqHActQfVQiAF81Ws,0.751,0.923,7,-4.031,1,0.0733,0.0,0.109,0.734,116.03,246173,4,spotify:album:5YEZM8fkvDg65nMy8h4BOv,2012-03-27
184,184,184,Wiley,The Ascent,Heatwave (feat. Ms. D),63bsPe8aayiERVIgTV9EBS,0.644,0.863,5,-5.404,1,0.318,0.0,0.109,0.642,129.275,195000,4,spotify:album:4yWMIuVAa9BFlCWTRHYOEp,2018-12-18
185,185,185,Florence + The Machine,Ceremonials (Original Deluxe Version),Spectrum,7efTNoBgYZ3IsB8wpP1f7R,0.574,0.879,11,-5.571,0,0.05,0.000549,0.101,0.122,123.086,311533,4,-,-
186,186,186,will.i.am,This Is Love,This Is Love - Radio Edit,5Ws1vVL1d9Bzl3SGLNHG78,0.551,0.8,0,-3.732,0,0.0486,0.0,0.14,0.339,129.063,247293,4,spotify:album:61haUqRaA5Et20JVbArrmU,2021-09-03
187,187,187,Maroon 5,Overexposed Track By Track,Payphone,1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0.0,0.287,0.545,110.015,231173,4,-,-
188,188,188,Cheryl,A Million Lights (Deluxe Version),Call My Name,5o7TXypciBNWzWLE6Hdzuz,0.696,0.94,8,-3.498,1,0.064,1.34e-06,0.0987,0.7,128.005,207976,4,spotify:album:2mduHypWQwgRXMQ9kEFssu,2012-01-01
189,189,189,Gary Barlow & The Commonwealth Band,Sing,Sing,2FxvZ3YgmcRfXovQzT4b2X,0.497,0.51,3,-8.635,1,0.0282,0.0,0.0957,0.213,162.041,240680,4,spotify:album:42WVQWuf1teDysXiOupIZt,2016-09-16
190,190,190,Rudimental,Feel the Love (feat. John Newman),Feel the Love (feat. John Newman),0nypsuS2jtogLaJDcRQ4Ya,0.389,0.706,1,-6.849,1,0.0593,0.000182,0.686,0.238,179.911,245187,4,spotify:album:6SRwxmQjAneSSyfhE7fv37,2012-05-14
191,191,191,fun.,We Are Young (feat. Janelle Monáe),We Are Young (feat. Janelle Monáe),3ehrxAhYms24KLPG8FZe0W,0.378,0.638,10,-5.576,1,0.075,7.66e-05,0.0849,0.735,184.086,250627,4,spotify:album:2VNtmrE0y7MRIVxtGjXL1C,2012-03-19
192,192,192,Rita Ora,R.I.P. (feat. Tinie Tempah),R.I.P. (feat. Tinie Tempah),4T6mVoAJZy0nHbjG91S15B,0.606,0.83,11,-3.434,0,0.0474,0.0,0.636,0.322,71.977,228920,4,spotify:album:1wJ6PTfmjZgdtNhHgzYHOa,2012-07-24
193,193,193,Tulisa,Young,Young - Radio Edit,6vCfMx4VdXZGhchq3BTL1Q,0.679,0.897,5,-4.359,0,0.0491,0.00379,0.464,0.794,125.999,215476,3,spotify:album:1nzUj7VkiaytMmf2KrhK2L,2019-10-11
194,194,194,Carly Rae Jepsen,Call Me Maybe,Call Me Maybe,6HkNDcyWdnFXCBkDV5WXNO,0.78,0.59,7,-6.541,1,0.0391,6.33e-06,0.108,0.62,120.027,193867,4,spotify:album:3eHEUyFhVdkoXEJzXC0EKT,2012-01-01
195,195,195,Chris Brown,Fortune (Deluxe Version),Turn Up the Music,0UlHiqi7seV02XNHLMtfGK,0.594,0.841,1,-5.792,1,0.102,2.22e-06,0.156,0.643,129.925,227973,4,-,-
196,196,196,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0.0,0.0744,0.769,130.028,216160,4,spotify:album:5BvgP623rtvlc0HDcpzquz,2012-03-12
197,197,197,DJ Fresh,Nextlevelism (Deluxe Version),Hot Right Now - Radio Edit,2dxRN5ikr4BDvZIdVFuBzr,0.524,0.972,4,-1.569,0,0.0431,0.00058,0.224,0.476,175.017,182333,4,-,-
198,198,198,Gotye,Making Mirrors,Somebody That I Used To Know,1qDrWA6lyx8cLECdZE7TV7,0.865,0.521,0,-6.932,1,0.0371,0.000115,0.0989,0.748,129.059,244885,4,spotify:album:1HjSyGjmLNjRAKgT9t1cna,2011-01-01
199,199,199,David Guetta,Nothing but the Beat Ultimate,Titanium (feat. Sia),2dOTkLZFbpNXrhc24CnTFd,0.604,0.787,0,-3.674,0,0.103,0.15,0.127,0.301,126.062,245040,4,-,-
200,200,200,Nico & Vinz,Am I Wrong,Am I Wrong,2wqaekenSQZm7hxQOYt8oE,0.725,0.68,8,-5.465,1,0.0306,2.13e-06,0.158,0.76,119.939,247520,4,spotify:album:1uaIXmroQAjO7DB6zZPcpV,2014-01-21
201,201,201,Cover Drive,Bajan Style,Twilight,6M7bXLGi2e3QKHLwZTTmEN,0.425,0.746,7,-2.978,1,0.0339,0.00048,0.265,0.352,89.058,207952,4,spotify:album:27XBTrMvkzpVRHWqr4104A,2012-05-07
202,202,202,Jessie J,Who You Are (Deluxe Edition),Domino,7kg7gCtbQF6zPk0dKpsWTY,0.758,0.557,7,-4.568,1,0.034,0.0,0.0418,0.781,126.986,231840,4,-,-
203,203,203,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,2012-06-22
